Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount
3,131.38,0.3,22.07,14.82,312.79
1,268.9,0.0,32.27,13.13,314.3
1,370.23,0.1,59.98,10.14,403.33
4,242.24,0.1,69.77,2.01,943.84
1,23.1,0.15,0.98,1.56,22.18
1,535.53,0.25,20.08,11.96,433.69
3,63.1,0.0,0.0,14.49,203.79
1,418.03,0.0,50.16,10.59,478.78
1,530.79,0.05,40.34,13.79,558.38
1,342.69,0.05,16.28,2.42,344.26
2,206.97,0.0,49.67,1.67,465.28
5,525.67,0.05,124.85,14.98,2636.76
4,60.94,0.25,14.63,5.62,203.07
5,15.41,0.1,5.55,5.81,80.7
4,61.95,0.05,11.77,1.21,248.39
4,97.39,0.0,31.16,5.19,425.91
5,484.82,0.1,109.08,9.12,2299.89
4,99.6,0.15,60.96,3.29,402.89
3,107.29,0.15,21.89,8.14,303.62
3,367.67,0.0,55.15,11.65,1169.81
3,179.23,0.0,26.88,2.2,566.77
1,366.96,0.0,18.35,10.42,395.73
1,427.34,0.0,34.19,3.04,464.57
1,199.26,0.05,34.07,5.66,229.03
3,54.0,0.05,0.0,8.08,161.98
5,488.54,0.0,122.14,12.49,2577.33
4,592.28,0.0,118.46,8.34,2495.92
3,536.85,0.2,231.92,13.07,1533.43
1,402.02,0.2,38.59,10.87,371.08
4,22.38,0.1,6.45,14.02,101.04
1,33.97,0.05,2.58,1.69,36.54
1,222.48,0.05,25.36,5.16,241.88
3,446.74,0.1,144.74,6.82,1357.76
4,67.55,0.0,13.51,12.09,295.8
5,433.18,0.2,86.64,8.67,1828.03
4,303.77,0.0,60.75,11.24,1287.07
1,245.84,0.05,11.68,3.13,248.36
2,565.86,0.0,90.54,2.15,1224.41
1,455.34,0.15,46.44,1.65,435.13
2,189.84,0.05,28.86,1.22,390.78
2,174.28,0.0,0.0,14.0,362.56
5,505.17,0.0,454.65,2.9,2983.4
5,559.08,0.25,377.38,3.67,2477.6
1,514.78,0.15,35.01,3.25,475.82
3,102.89,0.0,24.69,10.63,343.99
3,251.31,0.1,54.28,8.19,741.01
1,208.4,0.0,0.0,1.59,209.99
4,238.73,0.0,76.39,13.01,1044.32
2,375.53,0.2,72.1,5.57,678.52
5,512.88,0.25,96.17,11.33,2030.8
1,64.32,0.2,4.12,2.78,58.36
4,246.38,0.0,49.28,10.2,1045.0
4,64.21,0.0,20.55,13.32,290.71
3,83.72,0.05,11.93,9.27,259.8
2,529.15,0.0,127.0,0.44,1185.74
3,305.19,0.0,45.78,2.88,964.23
5,456.6,0.05,108.44,13.61,2290.9
4,55.94,0.1,24.17,12.95,238.5
5,479.86,0.2,153.56,1.53,2074.53
2,468.69,0.0,168.73,12.69,1118.8
4,279.86,0.15,76.12,12.83,1040.47
5,376.35,0.05,214.52,2.05,2004.23
4,223.82,0.0,161.15,5.59,1062.02
2,279.48,0.0,44.72,6.84,610.52
1,66.74,0.25,2.5,10.4,62.95
3,206.26,0.0,30.94,7.33,657.05
1,446.53,0.0,53.58,3.44,503.55
3,553.97,0.0,83.1,10.07,1755.08
2,319.89,0.0,51.18,12.71,703.67
4,558.68,0.1,241.35,0.08,2252.68
4,371.16,0.05,253.87,5.6,1669.88
1,62.1,0.0,4.97,1.97,69.04
1,550.21,0.0,44.02,3.56,597.79
5,466.88,0.0,280.13,11.36,2625.89
4,155.41,0.0,31.08,6.79,659.51
4,230.54,0.1,99.59,7.99,937.52
3,509.48,0.0,275.12,9.44,1813.0
3,66.17,0.1,8.93,3.71,191.3
1,202.22,0.0,10.11,1.76,214.09
5,370.86,0.05,140.93,1.62,1904.14
3,472.52,0.0,170.11,0.6,1588.27
1,25.76,0.15,1.75,4.91,28.56
2,272.25,0.0,65.34,7.24,617.08
5,591.1,0.05,224.62,10.4,3042.74
5,259.48,0.0,233.53,3.2,1534.13
3,561.71,0.05,192.1,11.26,1804.23
4,376.01,0.2,0.0,14.15,1217.38
2,238.05,0.0,23.81,11.09,511.0
2,166.79,0.15,22.68,13.31,319.53
2,518.94,0.2,99.64,14.53,944.47
4,530.47,0.15,216.43,9.19,2029.22
3,126.52,0.15,16.13,6.84,345.6
4,53.9,0.3,18.11,5.79,174.82
2,7.27,0.2,2.09,4.5,18.22
2,228.36,0.05,21.69,7.99,463.56
3,381.49,0.25,103.0,5.93,967.28
2,340.59,0.05,77.65,9.59,734.36
3,104.59,0.0,56.48,4.87,375.12
5,399.6,0.0,99.9,0.03,2097.93
4,411.41,0.2,236.97,0.85,1554.33
4,315.64,0.0,101.0,9.9,1373.46
3,146.68,0.25,39.6,3.24,372.87
3,204.27,0.25,0.0,7.79,467.4
4,178.35,0.15,48.51,3.32,658.22
5,395.38,0.2,0.0,10.84,1592.36
5,190.41,0.1,68.55,12.42,937.82
5,198.18,0.0,49.55,10.16,1050.61
5,256.63,0.1,57.74,13.68,1226.26
5,463.8,0.0,417.42,9.12,2745.54
2,114.39,0.25,0.0,14.77,186.36
3,200.02,0.0,0.0,0.27,600.33
5,293.08,0.2,58.62,2.28,1233.22
2,184.52,0.0,0.0,12.39,381.43
2,517.01,0.3,86.86,13.74,824.41
1,62.14,0.0,4.97,6.12,73.23
5,327.0,0.05,124.26,0.88,1678.39
3,347.9,0.05,79.32,13.03,1083.86
2,513.12,0.05,116.99,1.79,1093.71
4,393.38,0.25,212.43,14.75,1407.32
5,422.73,0.0,105.68,12.99,2232.32
5,362.3,0.05,0.0,9.92,1730.84
3,65.74,0.0,15.78,6.28,219.28
5,462.72,0.0,277.63,6.05,2597.28
1,21.82,0.1,0.98,0.99,21.61
4,566.39,0.0,181.24,5.1,2451.9
5,416.75,0.15,0.0,10.04,1781.23
5,483.25,0.05,0.0,2.14,2297.58
3,385.28,0.1,52.01,13.47,1105.74
1,37.56,0.0,0.0,3.37,40.93
5,128.67,0.2,41.17,2.55,558.4
2,352.68,0.15,29.98,3.77,633.31
2,454.93,0.0,72.79,12.3,994.95
2,304.23,0.0,0.0,6.59,615.05
1,278.29,0.05,13.22,8.33,285.93
5,471.95,0.25,0.0,3.25,1773.06
5,363.25,0.0,326.92,3.24,2146.41
3,371.82,0.15,47.41,7.09,1002.64
2,571.1,0.0,137.06,11.7,1290.96
2,181.47,0.0,29.04,10.12,402.1
3,107.43,0.0,0.0,0.05,322.34
2,236.45,0.05,22.46,8.07,479.78
2,7.53,0.2,0.96,1.87,14.88
4,29.96,0.1,12.94,14.53,135.33
2,104.04,0.0,0.0,0.24,208.32
2,494.75,0.0,0.0,9.26,998.76
1,15.7,0.05,1.79,6.71,23.42
3,230.17,0.0,34.53,6.99,732.03
4,488.57,0.0,156.34,13.79,2124.41
4,457.52,0.15,124.45,11.11,1691.13
2,444.52,0.05,67.57,13.9,926.06
1,419.28,0.15,28.51,1.97,386.87
4,474.46,0.0,227.74,3.99,2129.57
4,240.91,0.1,0.0,6.35,873.63
3,517.69,0.05,265.57,11.12,1752.11
4,49.57,0.2,0.0,10.26,168.88
2,348.51,0.15,29.62,10.46,632.55
2,84.86,0.15,0.0,13.18,157.44
2,579.36,0.0,92.7,1.49,1252.91
1,342.69,0.05,58.6,11.68,395.84
2,252.42,0.05,23.98,12.37,515.95
1,105.65,0.15,16.16,8.75,114.71
1,55.42,0.0,9.98,9.82,75.22
4,530.74,0.05,161.34,7.55,2185.7
3,241.61,0.2,104.38,2.86,687.1
1,140.18,0.25,18.92,11.12,135.18
2,52.47,0.0,5.25,14.26,124.45
2,127.97,0.0,0.0,8.15,264.09
4,428.81,0.1,77.19,2.39,1623.3
4,457.09,0.0,146.27,5.08,1979.71
1,544.41,0.0,43.55,8.68,596.64
5,148.73,0.1,53.54,1.35,724.18
3,586.45,0.0,211.12,2.32,1972.79
3,251.73,0.05,57.39,14.47,789.29
2,476.86,0.05,108.72,6.24,1020.99
4,194.35,0.05,132.94,0.92,872.39
3,551.55,0.1,268.05,14.33,1771.56
2,286.94,0.2,82.64,1.07,542.81
1,8.08,0.05,0.61,0.68,8.97
2,482.46,0.15,0.0,1.02,821.2
3,278.79,0.3,29.27,12.83,627.56
5,517.2,0.05,442.21,9.02,2907.93
5,262.2,0.0,104.88,10.88,1426.76
5,323.2,0.15,109.89,13.83,1497.32
4,25.47,0.2,4.08,0.81,86.39
1,462.95,0.05,21.99,12.47,474.26
2,388.93,0.0,38.89,14.44,831.19
2,261.18,0.0,41.79,11.97,576.12
5,15.46,0.0,13.91,14.83,106.04
2,139.41,0.3,9.76,11.71,216.64
4,586.74,0.05,111.48,10.13,2351.22
4,534.81,0.0,106.96,5.34,2251.54
4,288.67,0.0,57.73,1.13,1213.54
3,533.96,0.15,108.93,4.55,1475.08
2,599.31,0.05,204.96,8.96,1352.61
2,592.82,0.0,213.42,4.07,1403.13
5,445.47,0.0,111.37,7.71,2346.43
1,321.78,0.25,12.07,8.88,262.28
2,454.56,0.15,38.64,2.42,813.81
3,278.51,0.05,95.25,4.05,893.05
1,106.55,0.0,8.52,12.35,127.42
2,278.53,0.0,66.85,9.35,633.26
4,598.17,0.0,191.41,5.91,2590.0
1,385.08,0.1,0.0,10.32,356.89
2,137.23,0.0,13.72,13.43,301.61
1,118.92,0.15,5.05,9.73,115.86
3,278.16,0.05,63.42,6.16,862.34
2,153.48,0.0,15.35,12.83,335.14
4,310.05,0.0,62.01,4.02,1306.23
4,454.6,0.0,218.21,1.79,2038.4
4,88.19,0.0,28.22,1.5,382.48
5,258.06,0.2,0.0,11.42,1043.66
4,381.82,0.0,122.18,13.69,1663.15
4,357.13,0.0,71.43,11.01,1510.96
1,551.66,0.1,24.82,10.95,532.26
4,276.23,0.0,55.25,4.65,1164.82
4,492.88,0.0,98.58,4.32,2074.42
2,599.22,0.0,95.88,4.53,1298.85
1,530.71,0.0,26.54,1.3,558.55
2,184.79,0.15,25.13,11.02,350.29
1,180.22,0.0,21.63,12.45,214.3
2,419.4,0.1,37.75,11.45,804.12
4,560.82,0.05,106.56,14.18,2251.86
4,130.47,0.0,41.75,13.06,576.69
4,286.17,0.0,57.23,13.77,1215.68
5,29.62,0.05,11.26,7.69,159.64
3,556.72,0.0,300.63,2.6,1973.39
3,127.01,0.0,30.48,8.79,420.3
2,485.49,0.1,43.69,3.1,920.67
2,432.25,0.05,65.7,7.12,894.1
2,75.88,0.05,17.3,10.92,172.39
5,497.56,0.15,105.73,12.42,2232.78
1,540.91,0.0,27.05,9.54,577.5
2,269.8,0.1,24.28,5.35,515.27
4,449.21,0.0,215.62,4.11,2016.57
4,216.51,0.25,77.94,10.26,737.73
4,80.96,0.05,15.38,11.93,334.96
3,587.26,0.1,190.27,3.05,1778.92
3,349.33,0.15,71.26,2.16,964.21
5,82.98,0.2,26.55,6.56,365.03
4,67.78,0.05,20.61,11.17,289.34
2,516.25,0.05,49.04,4.01,1033.92
2,217.81,0.1,70.57,14.61,477.24
5,452.6,0.05,107.49,12.9,2270.24
1,314.15,0.0,37.7,9.0,360.85
5,185.32,0.15,63.01,0.85,851.47
1,336.22,0.0,26.9,12.5,375.62
4,414.21,0.25,99.41,14.03,1356.07
2,255.49,0.0,91.98,9.38,612.34
4,40.06,0.0,12.82,10.6,183.66
3,593.52,0.0,142.44,10.43,1933.43
4,164.76,0.0,52.72,14.18,725.94
2,524.87,0.05,49.86,0.84,1047.95
1,259.46,0.0,12.97,13.85,286.28
4,428.14,0.15,72.78,14.55,1543.01
4,497.76,0.0,159.28,5.41,2155.73
5,19.75,0.2,3.95,11.07,94.02
2,516.26,0.15,70.21,11.09,958.94
5,308.49,0.0,123.4,5.11,1670.96
5,468.17,0.15,99.49,11.49,2100.7
4,487.67,0.0,156.05,1.03,2107.76
2,293.19,0.1,42.22,2.19,572.15
4,205.66,0.1,88.85,10.73,839.96
4,428.01,0.25,102.72,9.81,1396.56
1,331.11,0.1,0.0,14.25,312.25
1,195.58,0.0,23.47,8.61,227.66
4,76.15,0.15,20.71,8.93,288.55
2,106.7,0.0,17.07,13.09,243.56
1,495.14,0.1,22.28,13.34,481.25
5,292.99,0.0,117.2,10.36,1592.51
1,278.54,0.0,33.42,7.32,319.28
1,112.4,0.05,5.34,6.44,118.56
4,520.29,0.0,104.06,13.82,2199.04
3,149.47,0.0,53.81,3.82,506.04
3,555.15,0.15,70.78,2.05,1488.46
3,521.94,0.15,106.48,12.23,1449.66
4,566.98,0.1,367.4,11.48,2420.01
5,11.56,0.0,4.62,0.06,62.48
5,199.88,0.0,79.95,11.44,1090.79
5,393.1,0.05,93.36,9.38,1969.96
5,101.16,0.1,36.42,2.63,494.27
3,583.52,0.05,199.56,5.18,1867.77
4,487.89,0.15,199.06,2.77,1860.66
1,97.68,0.05,4.64,10.77,108.21
3,574.76,0.05,131.05,10.01,1779.13
4,493.77,0.05,0.0,10.05,1886.38
1,8.06,0.0,0.0,2.93,10.99
4,459.05,0.05,0.0,1.93,1746.32
1,598.24,0.1,26.92,8.12,573.46
5,518.55,0.05,197.05,7.49,2667.65
2,264.67,0.05,40.23,11.43,554.53
5,584.92,0.0,233.97,8.33,3166.9
5,96.08,0.1,21.62,0.28,454.26
5,511.14,0.0,204.46,8.42,2768.58
1,424.49,0.0,50.94,7.02,482.45
5,370.48,0.1,200.06,8.69,1875.91
2,448.04,0.0,71.69,1.84,969.61
5,479.93,0.0,191.97,13.65,2605.27
3,96.61,0.0,23.19,2.21,315.23
3,38.94,0.2,0.0,9.22,102.68
2,530.31,0.1,76.36,6.62,1037.54
1,420.3,0.0,21.02,11.94,453.26
1,463.41,0.15,0.0,11.52,405.42
4,493.76,0.0,98.75,12.86,2086.65
4,340.02,0.0,68.0,8.22,1436.3
4,253.68,0.0,81.18,9.82,1105.72
2,413.51,0.0,66.16,14.78,907.96
2,157.75,0.1,22.72,13.18,319.85
3,120.06,0.0,28.81,8.97,397.96
4,360.13,0.25,86.43,5.45,1172.27
2,472.45,0.0,0.0,13.22,958.12
3,422.28,0.0,228.03,0.3,1495.17
3,206.87,0.15,42.2,9.88,579.6
3,196.58,0.05,28.01,14.2,602.46
3,122.68,0.15,25.03,10.4,348.26
4,295.5,0.1,127.66,7.14,1198.6
1,114.08,0.15,11.64,1.19,109.8
4,9.29,0.25,5.02,6.44,39.33
3,128.98,0.15,26.31,14.14,369.35
2,479.18,0.0,76.67,3.14,1038.17
2,11.93,0.15,2.43,0.18,22.89
4,401.85,0.1,173.6,1.66,1621.92
1,353.52,0.0,17.68,2.68,373.88
1,263.12,0.0,13.16,14.2,290.48
4,563.74,0.0,180.4,6.98,2442.34
5,433.78,0.2,138.81,7.37,1881.3
2,290.55,0.25,21.79,0.07,457.69
1,534.11,0.0,26.71,8.15,568.97
5,125.54,0.05,47.71,1.24,645.27
5,223.5,0.0,55.88,1.17,1174.55
1,291.83,0.0,35.02,6.18,333.03
3,406.28,0.0,60.94,8.36,1288.14
5,148.31,0.0,59.32,7.27,808.14
2,300.0,0.05,28.5,6.77,605.27
5,529.1,0.1,119.05,14.98,2514.98
3,166.07,0.0,59.79,8.69,566.69
3,228.21,0.05,78.05,11.02,739.47
3,98.32,0.25,0.0,3.85,225.07
4,332.98,0.05,101.23,9.37,1375.92
5,31.92,0.3,8.94,6.51,127.17
1,388.75,0.0,31.1,4.27,424.12
2,577.08,0.0,57.71,3.36,1215.23
2,459.39,0.1,99.23,1.53,927.66
4,374.39,0.0,74.88,4.31,1576.75
2,19.19,0.15,1.63,3.7,37.95
2,127.93,0.1,18.42,11.53,260.22
3,595.04,0.05,84.79,13.44,1794.09
1,476.4,0.1,34.3,7.09,470.15
4,433.0,0.2,166.27,13.31,1565.18
3,318.37,0.0,76.41,5.97,1037.49
4,145.32,0.15,24.7,8.84,527.63
5,355.74,0.1,128.07,13.68,1742.58
4,351.06,0.05,240.13,10.93,1585.09
2,105.83,0.25,7.94,12.76,179.44
3,81.24,0.05,27.78,9.27,268.58
4,500.97,0.3,70.14,4.72,1477.58
2,185.82,0.15,15.79,10.69,342.37
4,45.9,0.05,8.72,10.58,193.72
2,347.65,0.1,50.06,7.83,683.66
1,172.07,0.0,13.77,1.54,187.38
2,533.73,0.05,50.7,8.05,1072.84
3,330.22,0.2,63.4,2.75,858.68
4,541.26,0.2,138.56,3.99,1874.58
1,317.47,0.25,19.05,8.6,265.75
5,427.45,0.15,145.33,8.78,1970.77
5,355.75,0.15,120.96,6.78,1639.68
5,216.79,0.05,82.38,2.21,1114.34
2,178.88,0.05,0.0,14.45,354.32
5,369.35,0.0,147.74,0.33,1994.82
3,290.49,0.0,104.58,1.48,977.53
1,322.19,0.15,21.91,5.95,301.72
3,162.27,0.3,17.04,2.51,360.32
2,294.18,0.15,40.01,6.08,546.2
1,560.8,0.0,67.3,14.73,642.83
2,237.85,0.2,19.03,3.18,402.77
3,470.37,0.0,254.0,12.56,1677.67
5,6.58,0.0,5.92,0.88,39.7
1,414.82,0.1,29.87,0.84,404.05
2,384.45,0.05,87.65,12.5,830.6
5,205.57,0.2,65.78,7.45,895.51
2,211.68,0.15,43.18,9.43,412.47
3,391.57,0.1,52.86,0.98,1111.08
4,221.02,0.15,90.18,5.89,847.54
4,240.06,0.0,0.0,5.94,966.18
2,108.13,0.0,10.81,12.17,239.24
2,255.91,0.0,25.59,6.93,544.34
4,124.0,0.1,22.32,6.74,475.46
2,173.41,0.05,0.0,10.85,340.33
5,548.98,0.0,219.59,11.56,2976.05
5,434.27,0.2,0.0,9.69,1746.77
5,269.91,0.0,67.48,8.02,1425.05
4,233.88,0.15,143.13,9.11,947.43
5,299.46,0.1,161.71,0.05,1509.33
2,340.88,0.15,28.97,7.88,616.35
4,33.35,0.2,8.54,1.42,116.68
3,285.04,0.0,42.76,5.07,902.95
5,73.19,0.0,29.28,13.71,408.94
1,31.96,0.05,2.43,3.11,35.9
4,139.59,0.05,26.52,0.4,557.36
2,14.41,0.0,1.44,4.67,34.93
4,172.62,0.0,0.0,9.81,700.29
4,10.21,0.25,1.53,4.25,36.41
1,534.47,0.0,0.0,6.85,541.32
5,517.05,0.15,263.7,5.04,2466.2
3,179.8,0.1,58.26,7.95,551.67
4,489.52,0.0,234.97,13.55,2206.6
3,548.29,0.1,74.02,9.07,1563.47
2,235.27,0.0,37.64,7.33,515.51
4,16.44,0.0,0.0,7.64,73.4
5,29.2,0.05,0.0,11.99,150.69
2,9.84,0.2,0.79,0.3,16.83
1,436.85,0.0,34.95,5.27,477.07
3,548.81,0.25,61.74,12.07,1308.63
5,314.25,0.0,125.7,13.5,1710.45
5,252.89,0.0,101.16,14.35,1379.96
3,65.11,0.0,35.16,4.45,234.94
1,237.82,0.2,22.83,7.51,220.6
3,515.37,0.15,236.55,9.51,1560.25
2,49.96,0.1,4.5,4.41,98.84
5,265.68,0.05,227.16,11.32,1500.46
1,442.63,0.2,17.71,4.17,375.98
1,439.25,0.2,17.57,4.55,373.52
5,287.44,0.3,80.48,3.61,1090.13
3,189.53,0.1,0.0,10.27,522.0
3,555.1,0.05,126.56,8.44,1717.04
1,520.36,0.0,26.02,5.31,551.69
3,44.26,0.0,10.62,10.24,153.64
1,466.2,0.1,33.57,0.16,453.31
2,214.77,0.0,0.0,1.9,431.44
1,120.03,0.1,5.4,10.74,124.17
4,571.37,0.0,0.0,12.81,2298.29
5,143.25,0.2,45.84,13.44,632.28
2,399.51,0.0,63.92,0.91,863.85
1,269.64,0.15,11.46,11.31,251.96
1,118.5,0.0,9.48,11.34,139.32
1,392.77,0.0,19.64,9.99,422.4
2,402.61,0.05,91.8,14.65,871.41
4,110.22,0.0,22.04,3.61,466.53
2,140.35,0.2,11.23,8.16,243.95
3,38.33,0.15,0.0,8.75,106.49
1,331.22,0.0,39.75,12.82,383.79
1,105.93,0.25,3.97,1.82,85.24
5,221.62,0.25,41.55,13.69,886.32
2,226.8,0.05,21.55,14.65,467.12
5,117.65,0.1,42.35,11.95,583.73
1,409.94,0.15,17.42,4.98,370.85
1,380.25,0.0,0.0,6.22,386.47
2,377.95,0.05,57.45,4.4,779.96
5,230.16,0.0,138.1,9.07,1297.97
5,139.12,0.05,33.04,6.33,700.19
5,489.85,0.1,176.35,1.12,2381.8
1,350.5,0.0,17.53,9.08,377.11
5,205.68,0.05,78.16,14.44,1069.58
5,525.23,0.05,199.59,4.23,2698.66
5,227.4,0.1,51.17,9.38,1083.85
1,93.02,0.1,15.07,9.87,108.66
3,413.91,0.0,99.34,8.99,1350.06
5,418.62,0.05,99.42,13.59,2101.46
4,283.29,0.15,48.16,12.14,1023.49
3,21.5,0.15,2.74,9.63,67.19
1,295.13,0.0,53.12,13.62,361.87
2,426.64,0.25,0.0,11.99,651.95
5,160.34,0.0,96.2,9.27,907.17
4,210.22,0.1,0.0,3.65,760.44
5,59.95,0.0,35.97,13.85,349.57
3,258.07,0.0,0.0,12.54,786.75
4,408.58,0.0,130.75,3.24,1768.31
4,55.74,0.15,9.48,5.0,204.0
3,157.06,0.0,23.56,3.36,498.1
4,17.25,0.0,5.52,11.99,86.51
4,291.28,0.1,52.43,7.28,1108.32
3,264.92,0.0,0.0,9.07,803.83
4,234.89,0.05,0.0,3.1,895.68
5,242.87,0.05,138.44,10.0,1302.07
5,118.75,0.1,42.75,8.03,585.16
4,573.43,0.0,275.25,12.9,2581.87
3,394.18,0.05,89.87,14.22,1227.5
1,366.48,0.1,26.39,14.85,371.07
1,57.43,0.0,6.89,12.37,76.69
5,532.36,0.0,212.94,2.78,2877.52
1,300.98,0.0,36.12,9.51,346.61
5,585.55,0.1,474.3,14.8,3124.08
2,279.91,0.2,80.61,11.67,540.14
2,558.6,0.1,80.44,12.73,1098.65
2,392.76,0.1,0.0,9.77,716.74
1,60.88,0.1,6.58,12.31,73.68
1,468.41,0.0,56.21,5.45,530.07
3,439.46,0.0,105.47,8.2,1432.05
3,208.84,0.1,45.11,6.23,615.21
5,180.4,0.05,68.55,2.61,928.06
4,556.34,0.0,178.03,3.59,2406.98
4,385.22,0.0,123.27,1.59,1665.74
2,440.94,0.0,44.09,4.36,930.33
4,317.22,0.15,129.43,9.79,1217.77
2,263.97,0.1,57.02,12.39,544.56
4,557.78,0.0,111.56,12.02,2354.7
4,217.41,0.25,78.27,14.5,745.0
3,14.42,0.15,2.94,5.73,45.44
5,367.94,0.15,125.1,0.27,1689.11
1,524.48,0.0,41.96,3.7,570.14
5,23.93,0.05,13.64,5.54,132.85
3,504.0,0.1,0.0,2.8,1363.6
3,214.61,0.1,46.36,5.59,631.4
1,558.66,0.1,40.22,14.55,557.56
2,324.45,0.2,41.53,10.66,571.31
1,351.06,0.3,29.49,2.9,278.13
3,145.6,0.2,41.93,2.38,393.75
5,235.82,0.05,0.0,9.95,1130.09
4,487.87,0.2,78.06,13.92,1653.16
5,65.04,0.0,26.02,3.29,354.51
4,578.33,0.05,263.72,3.62,2464.99
3,518.44,0.0,77.77,10.02,1643.11
4,58.57,0.0,18.74,6.04,259.06
1,585.52,0.1,63.24,13.29,603.5
5,548.66,0.05,130.31,9.63,2746.08
4,339.22,0.0,162.83,0.55,1520.26
2,356.46,0.25,64.16,2.43,601.28
5,187.5,0.2,135.0,6.41,891.41
1,398.03,0.05,30.25,6.85,415.23
1,475.75,0.05,81.35,12.69,546.0
1,564.36,0.05,0.0,5.16,541.3
5,178.5,0.0,71.4,2.76,966.66
1,447.01,0.1,20.12,13.84,436.27
3,517.03,0.15,105.47,3.36,1427.26
3,335.86,0.0,50.38,0.98,1058.94
4,333.43,0.15,0.0,4.46,1138.12
2,305.16,0.0,109.86,6.6,726.78
1,425.22,0.1,45.92,12.2,440.82
4,397.8,0.15,108.2,4.56,1465.28
3,167.97,0.25,18.9,1.73,398.56
5,547.39,0.15,279.17,7.15,2612.73
2,433.67,0.05,148.32,14.7,986.99
5,176.28,0.05,66.99,12.49,916.81
3,451.38,0.2,86.66,11.03,1181.0
1,535.44,0.1,38.55,2.91,523.36
2,195.48,0.05,29.71,11.52,412.64
5,72.11,0.0,18.03,7.48,386.06
2,460.81,0.1,149.3,8.48,987.24
4,394.78,0.0,78.96,4.94,1663.02
3,489.06,0.05,111.51,9.2,1514.53
3,270.08,0.0,40.51,0.13,850.88
1,107.35,0.0,19.32,10.47,137.14
5,372.94,0.0,93.24,13.43,1971.37
2,162.34,0.05,55.52,12.22,376.19
3,571.43,0.15,116.57,12.64,1586.36
1,393.91,0.05,29.94,4.03,408.18
4,100.66,0.1,43.49,7.39,413.26
3,420.67,0.25,47.33,5.49,999.33
3,521.67,0.05,74.34,14.04,1575.14
2,599.93,0.0,95.99,14.24,1310.09
3,577.88,0.1,187.23,0.29,1747.8
5,439.78,0.0,0.0,9.46,2208.36
4,535.4,0.0,107.08,4.57,2253.25
4,232.19,0.0,74.3,3.15,1006.21
1,260.28,0.15,26.55,7.03,254.82
3,278.65,0.15,35.53,1.64,747.73
2,129.74,0.05,44.37,5.25,296.13
2,151.59,0.1,13.64,12.85,299.35
5,549.33,0.0,219.73,5.22,2971.6
5,494.34,0.1,400.42,0.51,2625.46
5,20.19,0.15,6.86,1.41,94.08
5,382.12,0.0,95.53,4.61,2010.74
3,572.66,0.0,137.44,8.23,1863.65
1,5.86,0.0,0.29,0.42,6.57
1,30.13,0.05,1.43,3.75,33.8
5,41.64,0.1,14.99,6.92,209.29
4,273.58,0.0,0.0,6.16,1100.48
2,436.44,0.05,66.34,12.61,908.19
4,330.59,0.3,46.28,1.17,973.1
3,172.5,0.2,49.68,1.36,465.04
3,581.86,0.0,87.28,10.42,1843.28
3,323.11,0.2,38.77,14.81,829.04
2,175.99,0.2,50.69,12.66,344.93
2,562.07,0.05,192.23,8.42,1268.58
1,158.66,0.1,11.42,0.89,155.1
3,11.85,0.0,2.84,2.9,41.29
1,39.59,0.2,1.58,4.45,37.7
3,192.52,0.1,0.0,6.93,526.73
1,9.24,0.05,0.7,3.31,12.79
5,49.45,0.05,42.28,5.33,282.5
2,378.26,0.1,0.0,0.08,680.95
4,357.93,0.1,231.94,1.77,1522.26
2,172.23,0.3,12.06,6.36,259.54
3,419.0,0.1,135.76,2.2,1269.26
5,51.96,0.05,44.43,14.28,305.52
3,352.45,0.15,0.0,12.91,911.66
5,136.63,0.0,34.16,12.82,730.13
2,463.07,0.0,46.31,11.14,983.59
3,366.61,0.0,87.99,0.74,1188.56
2,106.23,0.0,17.0,8.43,237.89
1,378.17,0.0,18.91,2.57,399.65
4,396.28,0.1,71.33,13.15,1511.09
1,193.26,0.15,13.14,7.49,184.9
2,536.99,0.05,122.43,2.15,1144.86
2,375.27,0.0,135.1,1.54,887.18
4,58.02,0.0,41.77,2.75,276.6
1,172.38,0.05,13.1,9.37,186.23
1,115.65,0.2,0.0,7.49,100.01
3,245.39,0.15,50.06,13.96,689.76
4,590.14,0.05,269.1,3.63,2515.26
1,118.32,0.05,0.0,6.75,119.15
2,333.59,0.0,53.37,2.4,722.95
3,39.31,0.0,5.9,8.71,132.54
1,87.86,0.05,6.68,0.12,90.27
2,16.62,0.0,3.99,3.49,40.72
2,145.41,0.1,0.0,0.51,262.25
4,217.49,0.1,39.15,2.28,824.39
1,32.9,0.15,2.24,3.08,33.28
3,450.87,0.0,162.31,13.24,1528.16
4,22.67,0.0,7.25,4.77,102.7
4,388.6,0.0,124.35,14.81,1693.56
2,120.41,0.15,24.56,3.96,233.22
5,466.8,0.0,116.7,12.04,2462.74
3,456.03,0.05,0.0,14.21,1313.9
2,225.52,0.05,51.42,11.09,491.0
4,298.05,0.1,53.65,1.61,1128.24
3,28.11,0.05,6.41,13.26,99.78
2,93.09,0.0,14.89,5.63,206.7
5,251.56,0.05,143.39,14.01,1352.31
4,476.9,0.0,152.61,4.95,2065.16
4,304.3,0.05,138.76,3.05,1298.15
1,435.54,0.15,18.51,1.3,390.02
2,395.31,0.0,142.31,11.74,944.67
5,364.03,0.3,101.93,9.19,1385.22
5,374.32,0.05,213.36,10.32,2001.7
